Title,Artist,Album,TrackURI
Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),spotify:track:17phhZDn6oGtzMe56NuWvj
L.I.F.E.,Teddy Swims,Unlearning,spotify:track:3QVlMl0HR3ltlbFpzKvBi4
Die With A Smile,Lady Gaga;Bruno Mars,Die With A Smile,spotify:track:2plbrEY59IikOBgBGLjaoe
18,One Direction,FOUR (Deluxe),spotify:track:3JjnGLK8IxkNLvo8Lb3KOM
Perfect,One Direction,Made In The A.M. (Deluxe Edition),spotify:track:3NLnwwAQbbFKcEcV8hDItk
Night Changes,One Direction,FOUR (Deluxe),spotify:track:5O2P9iiztwhomNh8xkR9lJ
Dans les yeux d'Émilie,Joe Dassin,Les Femmes De Ma Vie,spotify:track:2kkuEKckbZRRZDbpFR5OuN
Les Champs-Elysées,Joe Dassin,Joe Dassin Éternel... (Edition deluxe),spotify:track:57tINxkO8YQa6Eh5h4YFh2
Jamirobeegees Mashup: Stayin' Alive / Virtual Insanity,Pomplamoose,Best of 2018,spotify:track:7K4jqbcjN9yJWGlPgXtyAQ
Bust Your Knee Caps - Johnny Don't Leave Me,Pomplamoose,Hey It's Pomplamoose,spotify:track:1Fem9jSJEleNWT1kgt70ST
Les Champs-Elysées,Pomplamoose;John Schroeder,En Français,spotify:track:4dPITmujWbI8ibU1QVidCE
Les Champs-Elysées,Joe Dassin,Les Champs-Elysées,spotify:track:4VWbPQUPvLes814r6T11Jz
toxic till the end,ROSÉ,rosie,spotify:track:1z5ebC9238uGoBgzYyvGpQ
APT.,ROSÉ;Bruno Mars,rosie,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c
Abracadabra,Lady Gaga,Abracadabra,spotify:track:5ZLUm9eab8y3tqQ1OhQSHI
Comeback Kid,Against The Current,Infinity,spotify:track:5GyzufKhA3l89fhW9zB48t
Here's to Never Growing Up,Avril Lavigne,Avril Lavigne (Expanded Edition),spotify:track:0qwcGscxUHGZTgq0zcaqk1
Let It Happen,Gracie Abrams,The Secret of Us,spotify:track:7mFhyM0k5ZKG8jxcwmPVYl
21,Gracie Abrams,minor,spotify:track:5meVa5klVlJalupZTvv5XX
"I miss you, I’m sorry",Gracie Abrams,minor,spotify:track:4nyF5lmSziBAt7ESAUjpbx
That’s So True,Gracie Abrams,The Secret of Us (Deluxe),spotify:track:7ne4VBA60CxGM75vw0EYad
Friend,Gracie Abrams,minor,spotify:track:6fGSHpEipD1YjtLLChnBzW
"Everywhere, Everything (with Gracie Abrams)",Noah Kahan;Gracie Abrams,Stick Season (Forever),spotify:track:745JbQYxoYIegHzHTUxETp
Blowing Smoke,Gracie Abrams,The Secret of Us,spotify:track:0MIJFuEJpmgSjNjkbq29TQ
us. (feat. Taylor Swift),Gracie Abrams;Taylor Swift,The Secret of Us,spotify:track:0hhzNPE68LWLfgZwdpxVdR
Close To You,Gracie Abrams,The Secret of Us,spotify:track:5wbg8kepMFoMzHOEuxiI0q
"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,spotify:track:51rfRCiUSvxXlCSCfIztBy
A little bit more,JINHO;Rothy,Whats wrong with secretary kim OST Part.4,spotify:track:7zQfolCu9NJF1M8rwPOERI
Love already bloomed in my heart..,HYNN,"TALE OF THE NINE TAILED (Original Television Soundtrack), Pt. 6",spotify:track:4cBja3ba0lERTz4PZlDlsI
Say Goodbye,Ha Yea Song,Hotel del Luna (Original Television Soundtrack) Pt.11,spotify:track:1Q63ioCJwIZXJaAre2VX7r
The First Snow,JOONIL JUNG,"Guardian (Original Television Soundtrack), Pt. 8",spotify:track:43ogAyFAzG58KW7rhWeGQE
With You,Lyn,Descendants Of The Sun Pt.7 (Original Television Soundtrack),spotify:track:2o2e7bYiUSJgUSFcxywNVV
One and Only,Lyn,The King's Affection (Original Soundtrack) Part.2,spotify:track:2S7OHeffLJ6bLZswOFCoNi
My Destiny,Lyn,My Love From the Star Part 1,spotify:track:5lr5WSWaE3Ne0udmLwuSgd
Puppy Dog,Dreamer Boy,Puppy Dog,spotify:track:13O36COxxWjcvc9r5Zsd1P
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),spotify:track:3MjUtNVVq3C8Fn0MP3zhXa
Make Me Feel Better,MindaRyn,My Journey,spotify:track:5FcFqS22vBPbAA3ZwU4bKk
Closer,The Chainsmokers;Halsey,Closer,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw
Don't Let Me Down,The Chainsmokers;Daya,Don't Let Me Down,spotify:track:1i1fxkWeaMmKEB4T7zqbzK
Rolling in the Deep,Adele,21,spotify:track:4OSBTYWVwsQhGLF9NHvIbR
Build a Bitch,Bella Poarch,Build a Bitch,spotify:track:7BoobGhD4x5K96Me0hqC8Q
Always Remember Us This Way,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),spotify:track:2rbDhOo9Fh61Bbu23T2qCk
Bad Romance,Lady Gaga,The Fame Monster (Deluxe Edition),spotify:track:0SiywuOBRcynK0uKGWdCnn
What Am I,Why Don't We,What Am I,spotify:track:1HimGOB6BjOaCQYMIF1xtU
Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,spotify:track:6vrUTGn5p8IrfTZ0J6sIVM
Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),spotify:track:2K87XMYnUMqLcX3zvtAF4G
Anybody Have a Map?,Rachel Bay Jones;Jennifer Laura Thompson,Dear Evan Hansen (Original Broadway Cast Recording),spotify:track:0SjjcXfArhzePhEzDNkY8z
Two by Two,Andrew Rannells;Josh Gad;Rory O'Malley;Kevin Duda;Clark Johnsen;Justin Bohon;Brian Sears;Scott Barnhardt;Benjamin Schrader;Lewis Cleale;Jason Michael Snow,The Book Of Mormon (Original Broadway Cast Recording),spotify:track:7ih0MAOJz2OiaXR1lOO61X
"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Kristen Bell;Santino Fontana,Disney Summer Songs,spotify:track:5ufE60D3rxtqP7xLrL4AEL
Do You Hear The People Sing?,Aaron Tveit;Eddie Redmayne;Students;Les Misérables Cast,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),spotify:track:03m03OVQGPuzt8Rw2r0a7t
Alexander Hamilton,Leslie Odom Jr.;Daveed Diggs;Okieriete Onaodowan;Lin-Manuel Miranda;Phillipa Soo;Christopher Jackson;Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),spotify:track:4TTV7EcfroSLWzXRY6gLv6
Tomorrow Is a Latter Day,Andrew Rannells;Josh Gad;'The Book of Mormon' Original Broadway Cast Company,The Book Of Mormon (Original Broadway Cast Recording),spotify:track:4I4UN8MOiWPgUZgENIFW4a
Raise You Up / Just Be,Full Company;Kinky Boots Ensemble,Kinky Boots (Original Broadway Cast Recording),spotify:track:7wPKI3MoEixp4m36JYbmQf
Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,spotify:track:7qEHsqek33rTcFNT9PFqLf
Hollaback Girl,Gwen Stefani,Love. Angel. Music. Baby.,spotify:track:0eqH0ALoDQevq59YcQ53KE
Marry You,Bruno Mars,Doo-Wops & Hooligans,spotify:track:22PMfvdz35fFKYnJyMn077
Uptown Funk (feat. Bruno Mars),Mark Ronson;Bruno Mars,Uptown Special,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
The Nights,Avicii,Live A Life You Will Remember,spotify:track:19GqnCuVdOlSPHp6rHdYR2
The Nights,Avicii,The Days / Nights,spotify:track:0ct6r3EGTcMLPtrXHDvVjc
Super Lady,i-dle,2,spotify:track:5qI5EUqfDJpQ7w6sMECK7U
Fate,i-dle,2,spotify:track:2vNPGH1x5ZwxTjlvzLCyc2
Klaxon,i-dle,I SWAY,spotify:track:294hRgOqnGW2BemqP8D35X
Beat It,Michael Jackson,Thriller,spotify:track:3BovdzfaX4jb5KFQwoPfAw
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Greatest,spotify:track:5KgbyD2lQQlIupAaPjgiXg
Cake By The Ocean,DNCE,DNCE,spotify:track:76hfruVvmfQbw0eYn1nmeC
September,"Earth, Wind & Fire",September (sped up + slowed),spotify:track:3kXoKlD84c6OmIcOLfrfEs
Road So Far,TonyZ,Road So Far,spotify:track:4aBtUXtnUMbUbdgjmyMxCI
On the Way,Vlad Gluschenko,Flamingo,spotify:track:6SlwalsT8XUGNhxH1QdeSJ
Sunroof,Nicky Youre;hey daisy,Good Times Go,spotify:track:5YqEzk3C5c3UZ1D5fJUlXA
Steal My Girl,One Direction,FOUR (Deluxe),spotify:track:2Bs4jQEGMycglOfWPBqrVG
One Thing,One Direction,Up All Night,spotify:track:5G2c6FsfTzgYUzageCmfXY
Girls Like You,Maroon 5,Red Pill Blues (Deluxe),spotify:track:7npLlaPu9Mfno8hjk5OagD
So What,P!nk,Funhouse (Expanded Edition),spotify:track:0JiY190vktuhSGN6aqJdrt
"Honey, I'm Good",Andy Grammer,Magazines Or Novels,spotify:track:4Tt6GiWS2V9sQjZjS2xjp2
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,TROLLS (Original Motion Picture Soundtrack),spotify:track:1WkMMavIMc4JZ8cfMmxHkI
Live While We're Young,One Direction,Take Me Home (Expanded Edition),spotify:track:6Vh03bkEfXqekWp7Y1UBRb
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,Picture This (20th Anniversary Edition),spotify:track:0PCGfA36HrVPmsBZJ57zOU
Shut Up and Dance,WALK THE MOON,TALKING IS HARD (Expanded Edition),spotify:track:0kzw2tRyuL9rzipi5ntlIy
Levitating (feat. DaBaby),Dua Lipa;DaBaby,Future Nostalgia,spotify:track:5nujrmhLynf4yMoMtj8AQF
Black Magic,Little Mix,Get Weird (Expanded Edition),spotify:track:6rmXhRIemCTPyMYZRDN7Qg
Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE - Platinum Edition,spotify:track:557un1HgwYMuqfWGSTmnxw
What Makes You Beautiful,One Direction,Up All Night,spotify:track:4cluDES4hQEUhmXj6TXkSo
All About That Bass,Meghan Trainor,Title (Deluxe),spotify:track:5jE48hhRu8E6zBDPRSkEq7
Timber,Pitbull;Kesha,Global Warming: Meltdown (Deluxe Version),spotify:track:3cHyrEgdyYRjgJKSOiOtcS
Born This Way,Lady Gaga,Born This Way (International Special Edition Version),spotify:track:30XU4suKzCeoCK9YFzdufg
Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,Christina Aguilera (Expanded Edition),spotify:track:7A0apkTSTvMbSI7yplcmlh
Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),spotify:track:1D4PL9B8gOg78jiHg3FvBb
7 Years,Lukas Graham,Lukas Graham,spotify:track:5kqIPrATaCc2LqxVWzQGbk
Lego House,Ed Sheeran,+,spotify:track:5ubHAQtKuFfiG4FXfLP804
Fearless (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),spotify:track:77sMIMlNaSURUAXq5coCxE
The Archer,Taylor Swift,Lover,spotify:track:3pHkh7d0lzM2AldUtz2x37
Lover,Taylor Swift,Lover,spotify:track:1dGr1c8CrMLDpV6mPbImSI
Cruel Summer - Live from TS | The Eras Tour,Taylor Swift,The Cruelest Summer,spotify:track:6ClYMObS7f3Nn4AiZHYQt3
The Man,Taylor Swift,Lover,spotify:track:3RauEVgRgj1IuWdJ9fDs70
Ain't No Mountain High Enough,Marvin Gaye;Tammi Terrell,United,spotify:track:7tqhbajSfrz2F7E1Z75ASX
Stayin' Alive,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),spotify:track:4UDmDIqJIbrW0hMBQMFOsM
Lemon Tree,Fools Garden,Dish of the Day,spotify:track:2epbL7s3RFV81K5UhTgZje
Innuendo - Remastered 2011,Queen,Innuendo (2011 Remaster),spotify:track:0BzhS74ByIVlyz8BedHaYi
I Was Born To Love You - 2011 Remaster,Queen,Made In Heaven (Deluxe Edition 2011 Remaster),spotify:track:7DtdhIJlSSOaAFNk4JdXCb
Another One Bites The Dust - Remastered 2011,Queen,The Game (2011 Remaster),spotify:track:5vdp5UmvTsnMEMESIF2Ym7
Cool Cat - Remastered 2011,Queen,Hot Space (2011 Remaster),spotify:track:7nhWtCc3v6Vem80gYPlppQ
A Kind Of Magic - Remastered 2011,Queen,A Kind Of Magic (2011 Remaster),spotify:track:5RYLa5P4qweEAKq5U1gdcK
Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (2011 Remaster),spotify:track:4u7EnebtmKWzUH433cf5Qv
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",spotify:track:34x6hEJgGAOQvmlMql5Ige
You Give Love A Bad Name,Bon Jovi,Slippery When Wet,spotify:track:0rmGAIH9LNJewFw7nKzZnc
Hey Jude - Remastered 2015,The Beatles,1 (Remastered),spotify:track:0aym2LBJBk9DAYuHHutrIl
Nothing's Gonna Stop Us Now,Starship,No Protection,spotify:track:3X7uFMzJrEE0sxn62qd8Ch
Haunted (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),spotify:track:4tMzIAFTFdqGBQLdfbPces
Welcome To New York (Taylor's Version),Taylor Swift,1989 (Taylor's Version),spotify:track:1hR8BSuEqPCCZfv93zzzz9
Dun Dun Dance,OH MY GIRL,Dear OHMYGIRL,spotify:track:54HsCR7lJJdwxmEnTY1JfF
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),spotify:track:34gCuhDGsG4bRPIf9bb02f
Peru,Fireboy DML;Ed Sheeran,Peru,spotify:track:3s1KwrLP0NlFWiWbjz6bfQ
Tenerife Sea,Ed Sheeran,x (Deluxe Edition),spotify:track:1HbcclMpw0q2WDWpdGCKdS
Castle on the Hill,Ed Sheeran,÷ (Deluxe),spotify:track:6PCUP3dWmTjcTtXY02oFdT
River (feat. Ed Sheeran),Eminem;Ed Sheeran,Revival,spotify:track:1cS0TgbR263ey9jn0MwD2s
I'm a Mess,Ed Sheeran,x (Deluxe Edition),spotify:track:0xCA70t1ZA4fa9UOE0lIJm
Photograph,Ed Sheeran,x (Deluxe Edition),spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran;Camila Cabello;Cardi B,No.6 Collaborations Project,spotify:track:4vUmTMuQqjdnvlZmAH61Qk
Overpass Graffiti,Ed Sheeran,=,spotify:track:4btFHqumCO31GksfuBLLv3
I Don't Care (with Justin Bieber),Ed Sheeran & Justin Bieber;Justin Bieber,No.6 Collaborations Project,spotify:track:0hVXuCcriWRGvwMV1r5Yn9
"You Need Me, I Don't Need You",Ed Sheeran,+,spotify:track:16AS9gzcDOsIz9oPmRW4g1
Shape of You,Ed Sheeran,÷ (Deluxe),spotify:track:7qiZfU4dY1lWllzX7mPBI3
BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran;Chris Stapleton;Bruno Mars,No.6 Collaborations Project,spotify:track:7hvO2qCwJVZxiyoA7c9i5d
Perfect,Ed Sheeran,÷ (Deluxe),spotify:track:0tgVpDi06FyKpA1z0VMD4v
HANN (Alone),i-dle,HANN (Alone),spotify:track:7gr57cYekMWriyJYbT7oZ4
Get A Guitar,RIIZE,Get A Guitar,spotify:track:4H65EdACzwqV8sTt3dDyA0
I DO,i-dle,I DO,spotify:track:6SePnvTZkIXZznc8Ftc6vM
Welcome To New York,Taylor Swift,1989,spotify:track:10nqz67NQWWa7XPq7ycihi
"Turandot, Act III: Nessun dorma!",Giacomo Puccini;Luciano Pavarotti;John Alldis Choir;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,Spirito Italiano,spotify:track:4RqW6FZXZLUrndtWNaMGAf
The Phantom Of The Opera,Andrew Lloyd Webber;Phantom Of The Opera Original London Cast;Michael Crawford;Sarah Brightman,The Phantom Of The Opera,spotify:track:5qlABWwod6dgDCmRAAF5J5
22,Taylor Swift,Red (Deluxe Edition),spotify:track:3WC5CVAahvn98hiseoIvbw
Blank Space,Taylor Swift,1989 (Deluxe),spotify:track:1u8c2t2Cy7UBoG4ArRcF5g
Call Me Maybe,Carly Rae Jepsen,Kiss,spotify:track:20I6sIOMTCkB6w7ryavxtO
Ocean Man,Ween,The Mollusk,spotify:track:6M14BiCN00nOsba4JaYsHW
Allergy,i-dle,I feel,spotify:track:38MKW2tQHtyO8djIOKlEFF
With You,Dean Lewis,With You,spotify:track:7mdJAkMBPkKYOLxcVPDqa0
Hai Yang Zhi Xin - A-Lin Version,A-Lin,Moana (Original Motion Picture Soundtrack/Deluxe Edition),spotify:track:7BKBUZq06s6AZt7k1PQBR3
You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,Jordan Fisher;Disney;Lin-Manuel Miranda,Moana (Original Motion Picture Soundtrack),spotify:track:4BlBIqV1XHVUAqyis5nkQ2
Shiny,Jemaine Clement;Disney,Moana (Original Motion Picture Soundtrack/Deluxe Edition),spotify:track:67lV756pwR1Folwf3Kd6d0
I Am Moana (Song of the Ancestors),Rachel House;Auli'i Cravalho;Disney,Moana (Original Motion Picture Soundtrack/Deluxe Edition),spotify:track:6RB0lLhO7zUUSi0COMD7lb
"We Know The Way - From ""Moana""",Opetaia Foa'i;Lin-Manuel Miranda;Disney,"We Know The Way (From ""Moana"")",spotify:track:3JlqQyrjz3MtZk2AK5V57u
"How Far I'll Go - From ""Moana""",Alessia Cara;Disney,"How Far I'll Go (From ""Moana"")",spotify:track:5EbX5xL3O2xT8FxCpYzgUO
"How Far I'll Go - From ""Moana""/Soundtrack Version",Auli'i Cravalho;Disney,"Disney Summer Songs , Vol. 2",spotify:track:62wcjED7Q0eZLLtyp2Rlwt
Logo Te Pate,Olivia Foa'i;Opetaia Foa'i;Talaga Steve Sale,Moana (Original Motion Picture Soundtrack),spotify:track:7pWaRTcOenALb5mXLE3Nf7
We Know The Way,Opetaia Foa'i;Lin-Manuel Miranda;Disney,Moana (Original Motion Picture Soundtrack/Deluxe Edition),spotify:track:48MuLnDtwvSTj7LgPK0f9Q
Where You Are,Christopher Jackson;Rachel House;Nicole Scherzinger;Auli'i Cravalho;Louise Bush;Disney,Moana (Original Motion Picture Soundtrack),spotify:track:7uZzghGGS1XvvUroz5rDqh
You're Welcome,Dwayne Johnson;Disney,Moana (Original Motion Picture Soundtrack),spotify:track:3w5PE9CQbhOq8JsDp4aspt
Paris in the Rain,Lauv,I met you when I was 18. (the playlist),spotify:track:41CgzGD7xlgnJe14R4cqkL
22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:3yII7UwgLF6K5zW3xad3MP
Shake It Off,Taylor Swift,1989,spotify:track:5xTtaWoae3wi06K5WfVUUH
The Best Damn Thing,Avril Lavigne,The Best Damn Thing,spotify:track:3EHvy1sYPJH4XDeFpNwDcg
Deja Vu (Initial D),Tsuko G.,Deja Vu (Initial D),spotify:track:2QC6Z1XalpTXmIOif8Wl9u
Queencard,i-dle,I feel,spotify:track:4uOBL4DDWWVx4RhYKlPbPC
Wish You Were Here,Avril Lavigne,Goodbye Lullaby,spotify:track:4JAf3CkbJ2RdeX0SsKr3mF
A Thousand Miles,Vanessa Carlton,Be Not Nobody,spotify:track:4w1lzcaoZ1IC2K5TwjalRP
Middle Ground,Maroon 5,Middle Ground,spotify:track:3xiccJ9jlTVwC8Yl66eGv5
Life Goes On (feat. Luke Combs),Ed Sheeran;Luke Combs,Life Goes On (feat. Luke Combs),spotify:track:63kLorCFyk4ZHMHPhcWOtO
One More Night,Maroon 5,Overexposed Track By Track,spotify:track:6cpk00i5TxCqSeqNi2HuIe
Counting Stars,OneRepublic,Native,spotify:track:1QzFhzIOW7CyRJLpmq5CM0
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,spotify:track:1mea3bSkSGXuIRvnydlB5b
Yellow,Coldplay,Parachutes,spotify:track:3AJwUDP919kvQ9QcozQPxg
Again & Again,2PM,1:59PM,spotify:track:1vt78A1ZPaMsAaJyyRRep6
(′Cause) I′m Your Girl,S.E.S.,S.E.S. - The 1st Album,spotify:track:5I8mg57tDvhGGGC3x14mIZ
Nobody,Wonder Girls,The Wonder Years - Trilogy,spotify:track:7C3JLAmQzy9SnTZjKcdzCA
Season of Memories,GFRIEND,Season of Memories,spotify:track:7LFwi4RolcCPnVEXXXVfQP
3am,ROSÉ,rosie,spotify:track:3y4q6bBdbXsTIaPiwiiUfy
Shake It Off,Kurt Hugo Schneider;ATC,Shake It Off,spotify:track:0JtLUvPoqvJ6XDQPIfdLG0
See You Again,ATC,See You Again,spotify:track:1LESIWjH1AT8Df1HoiGUXY
Red,ATC,Red,spotify:track:6BFNfMZR9kb6wnC5obhE4z
Unwritten,Natasha Bedingfield,Unwritten,spotify:track:3U5JVgI2x4rDyHGObzJfNf
Bleeding Love,Leona Lewis,Spirit,spotify:track:7wZUrN8oemZfsEd1CGkbXE
Shape of My Heart,Backstreet Boys,Black & Blue,spotify:track:35o9a4iAfLl5jRmqMX9c1D
One Call Away,Charlie Puth,Nine Track Mind,spotify:track:37R0bQOQj5a7DOqh1TGzvB
Tick-Tock,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],spotify:track:5Di0EOfzgABjIldD2GaMVm
Oh my god,i-dle,I trust,spotify:track:2DmRXiyn03tOqKgEJXlaiJ
HANN (Alone in winter),i-dle,I burn,spotify:track:2qYdsdgdeMLFzpLcMQWG2W
LATATA,i-dle,I am,spotify:track:2ezKXygNO30pXyDQXkm6oD
HWAA,i-dle,I burn,spotify:track:5FiXhM80sP4yg6tEnHkZZn
Supernova,aespa,Armageddon - The 1st Album,spotify:track:2VdSktBqFfkW7y6q5Ik4Z4
Live My Life,aespa,Armageddon - The 1st Album,spotify:track:1x1oCGsFUDViOvcISuoKW0
Small girl (feat. D.O.),Lee Young Ji;D.O.,16 Fantasy,spotify:track:1AtFSBJibfaqfiOByQCwZ5
Last Christmas,Ariana Grande,Christmas Kisses,spotify:track:5xDrO9DEDJGUQGfyoHvgDJ
Last Christmas,Taylor Swift,The Taylor Swift Holiday Collection,spotify:track:2IprIjGNRlj3TfqUWCAo0C
Santa Tell Me,Ariana Grande,Santa Tell Me,spotify:track:0lizgQ7Qw35od7CYaoMBZb
Cornfield Chase,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],spotify:track:6pWgRkpqVfxnj3WuIcJ7WP
MERRY X'MAS IN SUMMER [2022 Remaster],KUWATA BAND,Itsumo Dokokade,spotify:track:1ayXKT9vZMCXqwri2Xit0a
Don't Let Me Down - Illenium Remix,The Chainsmokers;Daya;ILLENIUM,Don't Let Me Down (Remixes),spotify:track:15BlympuVSfZFROojEMY2M
Paris,The Chainsmokers,Memories...Do Not Open,spotify:track:72jbDTw1piOOj770jWNeaG
I Want It That Way,Backstreet Boys,NKOTBSB,spotify:track:2KMwtsWwL5QDtSpm814tju
Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),spotify:track:1nInOsHbtotAmEOQhtvnzP
Hot N Cold,Katy Perry,One Of The Boys,spotify:track:1TEjSXPdAakDotj2Wji3PU
I Knew You Were Trouble (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:6AtZLIzUINvExIUy4QhdjP
Just Dance,Lady Gaga;Colby O'Donis,The Fame,spotify:track:1dzQoRqT5ucxXVaAhTcT0J
Style,Taylor Swift,1989,spotify:track:71PmZqBXH0RUETqxpwlV0w
Señorita,Shawn Mendes;Camila Cabello,Señorita,spotify:track:0TK2YIli7K1leLovkQiNik
Sorry,Justin Bieber,Purpose (Deluxe),spotify:track:09CtPGIpYB4BrO8qb1RGsF
Firework,Katy Perry,Teenage Dream,spotify:track:3lXbHd0EoryoQh3vpevNEP
Blank Space,Taylor Swift,1989,spotify:track:2ls70nUDfjzm1lSRDuKxmw
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth;Selena Gomez,Nine Track Mind,spotify:track:06KyNuuMOX1ROXRhj787tj
Baby,Justin Bieber;Ludacris,My World 2.0,spotify:track:6epn3r7S14KUqlReYr77hA
a thousand years,Christina Perri,a thousand years,spotify:track:6lanRgr6wXibZr8KgzXxBl
All Too Well,Taylor Swift,Red (Deluxe Edition),spotify:track:6GNRkaWUB0Lwc19SdkTgx8
